,word,entropy
163,agoni,5.439359575644273
164,agora,4.963591877730187
165,aguti,5.125779653284449
166,aiace,5.4604829944361555
167,aiaci,4.929930488218403
168,aiata,4.662425349479251
169,aiate,5.551846917008841
170,aiola,5.4941384444239665
171,aiole,5.924978572817903
172,aioli,5.4666832178571125
173,aiolo,5.290230057520939
174,aione,5.893794894140419
175,aioni,5.431438084977479
176,aitai,4.768595362697306
177,aiuga,4.873188290391255
178,aiuta,5.159556357059986
179,aiuti,5.12557908249285
180,aiuto,5.651126665248252
181,aizza,3.8346460082275664
182,aizzi,3.783594906207672
183,aizzo,4.349315762173977
184,alaci,5.2132452754438825
185,alala,3.4924025972254045
186,alale,4.4352798709546235
187,alali,4.58210478287973
188,alalo,4.427013001145207
189,alami,5.087236246781748
190,alane,5.091016452506848
191,alani,5.238490291294968
192,alano,5.080487184758444
193,alare,5.273193491085894
194,alari,5.410917223107666
195,alata,4.206341576288024
196,alate,5.149994001418981
197,alati,5.292917190566114
198,alato,5.140288877109071
199,alava,3.780374804193798
200,alavi,4.868174984134612
201,alavo,4.710714965462981
202,albio,5.326794925935539
203,album,4.114931485818173
204,alcea,4.911378919253124
205,alcee,4.749475128513534
206,alche,4.550220534985024
207,alcol,4.109112601484831
208,aldio,5.3473185874392835
209,aleph,4.2439703058309215
210,alesa,5.114409271474005
211,alese,4.9503942429433305
212,alesi,5.76367385733516
213,aleso,5.625913310867615
214,alghe,4.404983096775426
215,algia,4.8832829784062
216,algie,5.414974127095755
217,aliai,4.7091439777541675
218,alias,4.798048909846006
219,alibi,4.860328969845332
220,alice,5.641989165278084
221,alici,5.115805825812982
222,alida,4.917934939824629
223,alide,5.445986036104548
224,alidi,4.916433337649352
225,alido,5.441716098817722
226,alimi,4.991629128816228
227,alimo,5.516879815323752
228,alino,5.662331914480878
229,alita,5.194214975400566
230,alite,5.725133961186648
231,aliti,5.195447909604837
232,alito,5.719823987068778
233,allea,4.343676017710321
234,allee,4.182295022803028
235,allei,4.9954069971439985
236,alleo,4.853394736244624
237,almea,4.793914839303014
238,almee,4.633793428027581
239,alobi,5.412949840826223
240,alona,5.044595880174622
241,alone,5.573297906488643
242,aloni,5.701154799992931
243,alono,4.833370180272928
244,alosa,5.13531301187289
245,alose,5.659692637011488
246,alpha,3.8647458263508736
247,altea,4.98225009391241
248,altee,4.822226961177815
249,altra,4.951209358058039
250,altre,5.506440573930563
251,altri,5.633542766881178
252,altro,5.501899365284686
253,alula,4.022730612633578
254,alule,4.563601941603182
255,alvei,5.2133791355197685
256,alveo,5.073337437263469
257,alzai,4.495075088041144
258,amaca,3.9292031933513916
259,amaci,5.017642055687378
260,amala,4.02093440988215
261,amale,4.9606723707182425
262,amali,5.109373911942759
263,amalo,4.954380896616366
264,amami,4.30766396789023
265,amane,4.923655816924789
266,amano,4.914475786821435
267,amara,4.1715398269680355
268,amare,5.111047183112922
269,amari,5.25163344720107
270,amaro,5.104787515278514
271,amasi,5.134207162278932
272,amata,4.0164783786395795
273,amate,4.958936329671392
274,amati,5.1052212108726795
275,amato,4.952017614593043
276,amava,3.5857723103675054
277,amavi,4.673641117157529
278,amavo,4.518717660343064
279,ambia,4.607778380299392
280,ambii,4.608936509153761
281,ambio,5.126058480466748
282,ambra,4.482434869207023
283,ambre,5.035853950246791
284,ameba,4.541086957541143
285,amebe,4.378249782276226
286,amena,4.864417495708449
287,amene,4.703498406010213
288,ameni,5.523246295775331
289,ameno,5.373328279670555
290,amica,4.920219225299823
291,amici,4.92114959989881
292,amico,5.446666307442315
293,amida,4.728688421440251
294,amide,5.25814201423755
295,amidi,4.725965569518657
296,amido,5.251601000194147
297,amiga,4.719568279810659
298,amigo,5.245486219837997
299,amile,5.547443100597482
300,amili,5.02026914601825
301,amina,4.973549797316361
302,amine,5.503150145489487
303,amino,5.496439158597081
304,ammai,4.091420537906834
305,amnii,4.947156751660461
306,amnio,5.461633278438319
307,amomi,4.770001740410894
308,amomo,3.900348505888384
309,amore,5.583041211947866
310,amori,5.70400576397167
311,ampia,4.681707273084737
312,ampie,5.213653227590528
313,ampio,5.2002959947928
314,ampli,5.107759893922991
315,amuli,5.232280313653768
316,amulo,5.077431101707993
317,anale,5.074869734470386
318,anali,5.2220524372566075
319,anari,5.369625958111578
320,anche,4.4825627392617795
321,ancia,4.969732481102594
322,andai,4.6984621792910435
323,anela,5.006264785397336
324,anele,4.846281709532994
325,aneli,5.6644186998246475
326,anelo,5.520304549416536
327,aneti,5.679555900845844
328,aneto,5.538913268188217
329,angla,4.535024893658078
330,angle,5.0876016682380545
331,angli,5.216962947667281
332,anglo,5.083784172455891
333,angue,4.835928772532399
334,angui,4.98033262713556
335,anice,5.582033412229404
336,anici,5.055156296976723
337,anile,5.660474152992119
338,anili,5.131469898761074
339,anima,4.931228585038023
340,anime,5.460778877773542
341,animi,4.930831938207272
342,animo,5.4560032713640405
343,annoi,4.769126604473096
344,annua,3.8758254419875824
345,annue,4.421970198551773
346,annui,4.566821348883063
347,annuo,4.409255228792953
348,anobi,5.34318730525914
349,anodi,5.407173000173437
350,anodo,4.550519033841372
351,anona,4.329087392865695
352,anone,4.8587470417453655
353,ansai,5.047245139170122
354,ansia,5.116469122328924
355,ansie,5.6524412748620625
356,ansio,5.633125499773039
357,antri,5.589155306077907
358,antro,5.4573889845890475
359,anura,4.788476459319521
360,anure,5.333149272996676
361,anuri,5.474010868580422
362,anuro,5.328065420209393
363,aonia,5.407741840018043
364,aonie,5.844782241336173
365,aonio,5.167707634843811
366,aorta,5.429986430190776
367,aorte,5.945196336968339
368,apale,4.933270217258356
369,apali,5.0799959857541515
370,apate,4.926759333676398
371,apice,5.416402773045407
372,apici,4.891816184190618
373,apide,5.217204534438965
374,apidi,4.688889861780317
375,apina,4.943049222004951
376,apine,5.472059306800723
377,apira,5.1265249887604805
378,apire,5.652769564725105
379,apiri,5.11771529520859
380,apiro,5.649000393424578
381,apnea,4.778491806885478
382,apnee,4.619377410734262
383,apoda,4.592595882080018
384,apode,5.11875459424696
385,apodi,5.2446889724160695
386,apodo,4.382078263970392
387,appai,4.036259092688081
388,appia,4.100885151587311
389,appie,4.633640921019002
390,appio,4.6177267393317045
391,aprii,5.11575549607291
392,apula,4.50641172398116
393,apule,5.0435603460263945
394,apuli,5.196799234842913
395,apulo,5.040643681533004
396,araba,4.071810526251073
397,arabe,5.0137835616478155
398,arabi,5.159090060720998
399,arabo,5.0073848016486915
400,araci,5.4147938470278225
401,arala,4.38649676473789
402,arale,5.330082987186219
403,arali,5.470064383491893
404,aralo,5.32189488323771
405,arama,4.1992241957429375
406,arame,5.14155737371618
407,arami,5.284046175218504
408,aramo,5.134211837821249
409,arane,5.304083204263539
410,arano,5.292111330935036
411,arara,3.7108539147492174
412,arare,4.655231085725314
413,arata,4.409606834510139
414,arate,5.352185010790791
415,arati,5.493748574531069
416,arato,5.344535565916408
417,arava,3.9808605968078847
418,aravi,5.065349552335396
419,aravo,4.914543794830804
420,arcai,5.1897107482695395
421,arche,4.772751219075901
422,archi,4.8994110319796365
423,arcua,4.73648997267688
424,arcui,5.42522568951287
425,arcuo,5.274955125217759
426,ardea,4.927365719571715
427,ardee,4.76877799290953
428,ardii,5.0374492468599605
429,ardua,4.531840319263769
430,ardue,5.076698272507525
431,ardui,5.214285421361599
432,arduo,5.071882082585811
433,areai,5.427979815295312
434,areca,5.213524244657394
435,arena,5.252717844561399
436,arene,5.088731625507623
437,areni,5.9012547763969145
438,areno,5.759538352834666
439,arese,5.152019118590431
440,aresi,5.9582936907481345
441,argea,4.971138473671869
442,argee,4.812438548762678
443,argei,5.618803306201044
444,argeo,5.477850497316698
445,arghi,4.75131993469223
446,argon,4.77191237943623
447,arida,5.137234122278326
448,aride,5.666298513568549
449,aridi,5.129783524473645
450,arido,5.6614472816754375
451,arile,5.923874519012007
452,arili,5.388987114060699
453,arino,5.883927981997098
454,armai,5.081119291892808
455,arnia,5.334810270444078
456,arnie,5.869337032637458
457,aroma,5.093918371217075
458,aromi,5.747276426969098
459,arpia,5.100472280450746
460,arpie,5.6351209794243875
461,arsii,5.401238138309719
462,artai,5.267824438682666
463,artoa,5.058815477430174
464,artoe,5.5767925038457
465,artoi,5.704418119412313
466,artoo,4.89624030848387
467,asada,3.933856675376625
468,asado,4.860891622398558
469,asana,4.168328601007167
470,asari,5.425563337436528
471,asaro,5.2832177730526935
472,aschi,4.677129718503781
473,ascia,5.0324861610206275
474,ascio,5.5446790235202235
475,asili,5.207344388815562
476,asilo,5.728222526455063
477,asina,5.157345441583972
478,asine,5.684422365884119
479,asini,5.158145041488477
480,asino,5.675621505598708
481,asola,5.095779617261194
482,asole,5.620203651695167
483,asoli,5.746852064978818
484,asolo,4.883408142934867
485,aspra,4.749907857539143
486,aspre,5.3008329591884396
487,aspri,5.424607606194315
488,aspro,5.2996253728637175
489,assai,4.441011540410674
490,astia,5.102555223741967
491,astio,5.619250857935545
492,astri,5.654686522649115
493,astro,5.527673644195731
494,atava,3.743648420268154
495,atave,4.687637203481313
496,atavi,4.83243467821492
497,atavo,4.6777280536628245
498,atele,4.882206865747465
499,ateli,5.697894180414144
500,atomi,5.503381203992138
501,atomo,4.634940719587415
502,atona,5.030273346366462
503,atone,5.559859302431396
504,atoni,5.6886325150198545
505,atono,4.818699097192539
506,atout,4.188218418200181
507,atrii,5.302483968933932
508,atrio,5.8248488631785245
509,attai,4.349939648487307
510,attea,4.286932677562529
511,attee,4.127382530714087
512,attei,4.940322172691908
513,atteo,4.796622125914352
514,attua,3.887785490918107
515,attui,4.579295984474881
516,attuo,4.4260665972290045
517,audio,5.233294278390482
518,audit,4.748860047187405
519,auffa,3.4621494622010975
520,augna,4.498055859861068
521,augni,5.1886089668565365
522,augno,5.03469469559758
523,aulii,5.071413645667001
524,aurai,5.178746120180627
525,aurea,5.1044407230009465
526,auree,4.941409328112926
527,aurei,5.748647227235679
528,aureo,5.588388158929124
529,avana,3.7942974501265403
530,avara,3.9850115791115446
531,avare,4.924854622327171
532,avari,5.066449354945552
533,avaro,4.917308605066171
534,avena,4.67647475440444
535,avene,4.515087230989853
536,avere,4.691123573771256
537,averi,5.504414234194671
538,avete,4.541686383247642
539,aveva,3.8393567367063097
540,avevi,4.497270250326999
541,avevo,4.355149360064475
542,avida,4.540151757338575
543,avide,5.06876795436924
544,avidi,4.540670788287906
545,avido,5.063076706798414
546,avita,4.821872763566139
547,avite,5.354269027165951
548,aviti,4.826705683855656
549,avito,5.349621381597724
550,avoca,4.628548210545104
551,avoco,4.419612985037272
552,avola,4.724499392258584
553,avole,5.249859617589045
554,avoli,5.380057625996683
555,avolo,4.5127842540468555
556,avori,5.519936346295103
557,avrai,4.895356371806157
558,avrei,5.484548465692851
559,avuta,4.346605916069575
560,avute,4.888443529559974
561,avuti,5.04162712318653
562,avuto,4.88324645471507
563,avvia,3.882028855320682
564,avvii,3.88534385149107
565,avvio,4.398034023211856
566,axone,4.751066955551531
567,axoni,4.880971417530639
568,azera,4.658776211393843
569,azere,4.49616016291643
570,azeri,5.310355357116712
571,azero,5.173905733549959
572,azide,4.878000708860252
573,azidi,4.347006317489445
574,azima,4.42665056775825
575,azime,4.95499495731901
576,azimi,4.4254224359053
577,azimo,4.951082872730485
578,azina,4.596271637590214
579,azine,5.126704626595272
580,azoni,5.15394297286369
581,azota,4.518347740345621
582,azoti,5.176773414510188
583,azoto,4.307541642179677
584,azuki,3.9965019431165394
585,babao,4.019664344054136
586,babau,3.400100113890555
587,babbi,3.71845403383947
588,babbo,3.543908582892617
589,bacai,4.864893314075634
590,bacca,3.878554168982083
591,bacco,4.453061190571496
592,bachi,4.59092064983402
593,bacia,4.877146829275537
594,bacie,5.451501295264946
595,bacii,4.931783670967735
596,bacio,5.423317316929379
597,badai,4.665076989176125
598,badge,4.719924784470033
599,badgi,4.870946920744176
600,badia,4.669784072168077
601,badie,5.245321929394877
602,baele,4.826729051583648
603,baeli,5.6604243390085305
604,baffi,4.137980038508446
605,baffo,3.9670106071010087
606,bagel,4.670051342675191
607,bagli,5.217265597164406
608,bagna,4.42078273250617
609,bagne,5.013619252325384
610,bagni,5.168211062905903
611,bagno,4.996667114675294
612,baiai,4.6294475663277685
613,baili,5.140158251514337
614,bailo,5.6330037618197135
615,baino,5.5778009369195125
616,baita,5.067843916693039
617,baite,5.6313934582092235
618,bakka,2.958267063923024
619,bakke,3.54868395801555
620,bakki,3.706767497240591
621,bakko,3.5310849012185748
622,balba,3.8967278901702747
623,balbe,4.4882889679345945
624,balbi,4.647059651523009
625,balbo,4.473973576971042
626,balco,5.232592313265132
627,balda,4.470207401376217
628,balde,5.062995609413247
629,baldi,5.218592630910574
630,baldo,5.048821523232748
631,balia,5.007195433459466
632,balie,5.583517500488899
633,balii,5.064304317169569
634,balio,5.557450624098557
635,balla,4.016735006972138
636,balle,4.611420067860698
637,balli,4.768724990278905
638,ballo,4.595059065923019
639,balma,4.531474120866718
640,balme,5.121326421595776
641,balsa,4.781181272785223
642,balse,5.371064546996339
643,balta,4.734247763733198
644,balte,5.328972825740707
645,balti,5.482798818869011
646,balto,5.3141019721683085
647,balza,4.140686935471122
648,balze,4.734889443229204
649,balzi,4.891286843674434
650,balzo,4.720149457279883
651,bamba,3.6357164161011464
652,bambe,4.222463232925814
653,bambi,4.3824065699296755
654,bambo,4.20887001907026
655,bambu,3.5615673827665475
656,banaa,3.8904757708811837
657,banae,4.86623755356935
658,banai,4.963804691561419
659,banao,4.8465963769316645
660,banca,4.616161372520509
661,banco,5.193184350796284
662,banda,4.42763275611516
663,bande,5.0218341845592525
664,bandi,5.1756921256043364
665,bando,5.006075642463016
666,bangi,5.161285848476973
667,banjo,4.3651714561114705
668,banna,3.9490033103266824
669,banni,4.703165888018129
670,banno,4.526784018256558
671,bantu,4.629297406427489
672,barai,5.164635927510697
673,barba,4.064497144480806
674,barbe,4.658451601181845
675,barbi,4.811625572117875
676,barbo,4.645262309245719
677,barca,4.829464703546907
678,barco,5.41080146214185
679,barda,4.645772732016787
680,barde,5.240616186026064
681,bardi,5.388724628818901
682,bardo,5.227016978826491
683,baria,5.177179041536458
684,barie,5.759147919743833
685,barii,5.234044915290254
686,bario,5.730236784880051
687,barra,4.2127164803975985
688,barre,4.806893481514179
689,barri,4.959289478088558
690,barro,4.793400354530182
691,basai,5.009707431929961
692,basca,4.6705867990985634
693,basco,5.24788970302503
694,basii,5.083182934455532
695,bassa,4.073837499199671
696,basse,4.663238578271906
697,bassi,4.817711946629198
698,basso,4.649226314108905
699,basta,4.751425305689209
700,baste,5.3447339712156845
701,basti,5.495250978585802
702,basto,5.330648443992615
703,batta,3.9998604078417865
704,batte,4.5955449948616
705,batti,4.7508484457168985
706,batto,4.578957326667236
707,batua,4.444585890035063
708,baula,4.587118038657765
709,baule,5.14931926950429
710,bauli,5.326170675532899
711,baulo,5.1337024598118255
712,bauta,4.567910289613603
713,baute,5.133860989946949
714,bazar,3.886000922410574
715,bazza,3.2366290341451305
716,bazze,3.82887407680308
717,beaci,5.559803805681028
718,beala,5.004609917875524
719,beale,4.790566998587594
720,beali,5.668423420224234
721,bealo,5.510803346014023
722,beami,5.443602287922914
723,beane,4.740303911790824
724,beano,5.461150344513004
725,beare,4.933971938289893
726,beata,4.98620593398159
727,beate,4.766966951032803
728,beati,5.6509143782698965
729,beato,5.492984327155246
730,beava,4.560352261461937
731,beavi,5.221734610980887
732,beavo,5.0650918537214755
733,bebop,3.636308899193214
734,becca,4.472186173046283
735,becco,4.3643084892848885
736,beffa,3.9829645419737565
737,beffe,3.0802315582828235
738,beffi,3.9855232308480293
739,beffo,3.8766075619325076
740,begai,5.147902993491955
741,beggi,4.225739833720774
742,beghe,3.3934571833730334
743,beghi,4.291644068854613
744,begia,5.272102823409195
745,begli,5.068734326808111
746,beige,4.476233147268373
747,beigi,4.682476610208223
748,beino,5.469647510366341
749,beisa,5.645882607400896
750,beise,4.804584819068834
751,belai,5.437792537452359
752,belga,5.06265813205182
753,belgi,5.056075874097504
754,belii,4.916544859345254
755,belio,5.4648704504518495
756,bella,4.6193144697862385
757,belle,3.715426216066635
758,belli,4.619010111475895
759,bello,4.510818274563621
760,belta,5.335759005676848
761,belva,4.92626962456818
762,belve,4.019729942659828
763,benai,5.405760854393828
764,benda,5.02539637166946
765,bende,4.122276937218448
766,bendi,5.0224798204575425
767,bendo,4.916767392169781
768,benna,4.550268034512431
769,benne,3.643642402347725
770,beola,5.5226449735862
771,beole,4.706200971794441
772,beona,5.4754275577036875
773,beone,4.663354572603011
774,beoni,5.504642820314375
775,beota,5.500427913695869
776,beote,4.680953694197933
777,beoti,5.530939666338701
778,berci,5.4226931507496685
779,berla,5.4963595356672
780,berle,4.592053757466758
781,berli,5.490046976082294
782,berlo,5.389200831634835
783,berma,5.302802742246174
784,berme,4.397997977384084
785,bermi,5.300802666518193
786,berne,4.566020410797082
787,bersi,5.541425356038861
788,berta,5.5013715421410785
789,berte,4.592365175125152
790,berti,5.498881288984447
791,bervi,5.077279410191049
792,besce,4.362413691708017
793,besci,5.262497814718662
794,bessa,4.664036675536882
795,besse,3.7602890482207276
796,bessi,4.663742966661404
797,besso,4.558439023657982
798,betta,4.593691827764434
799,bette,3.6864610128372948
800,beuta,5.14482318157664
801,beute,4.255166580385007
802,bevei,4.311995419824398
803,bevve,3.1104864408986215
804,bevvi,4.013924076276002
805,bezzi,3.8279685905037577
806,bezzo,3.7202868765783994
807,biada,4.791904645084134
808,biade,5.335129310150266
809,biadi,4.764140352907824
810,biado,5.322937364000387
811,biava,4.636278131408212
812,biave,5.179015913780942
813,biavi,4.611313619666403
814,biavo,5.167964000206075
815,bibbi,2.9035373144992853
816,biche,4.399265104164386
817,bidet,4.5592770829732325
818,bieca,5.480375090036925
819,bieco,5.38528937254113
820,bieta,5.56688918764122
821,biete,4.772221782798506
822,biffa,4.058133894886491
823,biffe,3.949802160337053
824,biffi,3.321339760738793
825,biffo,3.9473828205754105
826,bighe,4.256078600652121
827,bighi,3.630564661460932
828,bigia,4.747275266650085
829,bigie,4.652683089305568
830,bigio,4.643007474666297
831,bigne,4.9815528430580684
832,bilia,5.038843785612387
833,bilie,4.944755523500879
834,bimba,4.306973518396554
835,bimbe,4.198147896636569
836,bimbi,3.57035297827439
837,bimbo,4.196142872783904
838,binai,4.795179054021408
839,binda,5.0968603234511205
840,binde,4.9873215949030785
841,bindi,4.354301026109376
842,binga,5.075939986120154
843,binge,4.967981741241599
844,bingo,4.964328987034128
845,biodi,4.639774567615347
846,biodo,4.478155203461268
847,bioma,5.382888701779688
848,biomi,4.710364755916431
849,biosi,4.954034201415006
850,biova,5.16578919068754
851,biove,5.084101355698791
852,birba,4.7429360130932645
853,birbe,4.638422229983398
854,birbi,4.004797404232536
855,birbo,4.635288047116889
856,birce,5.402567338826339
857,birci,4.770138061036013
858,birra,4.889775390454576
859,birre,4.783718386220815
860,birri,4.151398159370192
861,birro,4.7810988609102125
862,bisca,5.336412363117998
863,bisce,5.230048064630906
864,bissa,4.739935411549128
865,bissi,4.002037820266272
866,bisso,4.628100896502059
867,bista,5.417084365627545
868,biste,5.31262537508905
869,bisti,4.681681094220484
870,bitta,4.66763683541214
871,bitte,4.562016517643698
872,bitti,3.9319256950075587
873,bitto,4.55994575808741
874,biuta,5.226301558427408
875,biute,5.110599920744558
876,biuti,4.503067027158847
877,biuto,5.106709591126165
878,bivio,4.453138159987433
879,bizza,3.8991568274621473
880,bizze,3.7941438383604384
881,blesa,5.196427280154417
882,blese,4.3517729099572175
883,blesi,5.1964210568900855
884,bleso,5.0980761204702025
885,blini,4.51655676349696
886,blitz,4.104057001800042
887,blumi,4.576583765078048
888,blumo,4.458351158411168
889,blusa,4.826523648595282
890,bluse,4.699569746494121
891,boari,5.797608766422481
892,boaro,4.883575134697675
893,boati,5.645647028285466
894,boato,4.725272791175754
895,bobba,3.5601330685486023
896,bobbi,3.5741329083359425
897,bobbo,2.6238010531168507
898,bocca,4.46624098896705
899,bocce,4.382145624588389
900,bocci,4.477208755809898
901,bocco,3.5319505361848345
902,bocia,5.407544729569729
903,boema,5.273143138488954
904,boeme,4.518183718055401
905,boemi,5.304891764503793
906,boemo,4.40949133500471
907,boera,5.639489939365286
908,boere,4.880930970403933
909,boeri,5.6626251362723234
910,boero,4.774917673139456
911,boghe,4.204987311199151
912,boide,5.244467477462502
913,boidi,4.6969830293091315
914,boite,5.5238909687391455
915,boldi,5.0655157535786
916,boldo,4.118711535736539
917,bolge,4.956165817859893
918,bolla,4.604314804590523
919,bolle,4.519912291988368
920,bolli,4.6174894409965495
921,bollo,3.6642266871317544
922,bolsa,5.365786256387768
923,bolse,5.281887485236247
924,bolsi,5.375197008151197
925,bolso,4.430657527785565
926,bomba,4.226898854510587
927,bombe,4.138456710950265
928,bombi,4.2404943541896
929,bombo,3.291348739817194
930,bongo,4.060574762250809
931,bonne,4.450573527994438
932,bonta,5.291130333340641
933,bonza,4.693216974792473
934,bonze,4.604502214398603
935,bonzi,4.705826692059774
936,bonzo,3.7498321961731764
937,borda,5.240702121860605
938,borde,5.154391321102812
939,bordi,5.244432540893522
940,bordo,4.301244271914928
941,borea,5.604026168233163
942,borei,5.632217248576815
943,borgo,4.2805915274982995
944,boria,5.712851006434023
945,borie,5.6567549155467685
946,borii,5.092823069778745
947,borio,4.8454883849106825
948,borni,5.471022376152838
949,borra,4.8009985974137175
950,borre,4.713168128114683
951,borri,4.808033092916649
952,borro,3.855726375961391
953,borsa,5.54627808083739
954,borse,5.460125576355418
955,bosco,4.330718813605685
956,bossi,4.6827177526025245
957,bosso,3.7331418364183455
958,botri,5.444003231493443
959,botro,4.501323294347224
960,botta,4.592500588364672
961,botte,4.508575233970275
962,botti,4.608034336045012
963,botto,3.658662903949944
964,boule,5.058696246198984
965,boxai,4.50506054752912
966,bozza,3.825611882287043
967,bozze,3.740866031760328
968,bozzi,3.836512615952632
969,bozzo,2.888462991792677
970,braca,4.732520829425571
971,brace,5.291114104314651
972,braci,5.423299796443914
973,braco,5.292405188964164
974,brada,4.54852601821418
975,brade,5.107506291282407
976,bradi,5.237049503336151
977,brado,5.108144762637842
978,braga,4.538090023822023
979,brago,5.095805009190334
980,braii,5.100578713502079
981,brama,4.604338740375119
982,brame,5.16060157351749
983,brami,5.2960144016561514
984,bramo,5.164553179969183
985,brani,5.45678644781288
986,brano,5.3234230559224365
987,brasa,4.835715878207719
988,brasi,5.524807643641304
989,braso,5.399047552734553
990,brava,4.3849341645982145
991,brave,4.941673759431926
992,bravi,5.075479363659588
993,bravo,4.942717003181117
994,bremi,5.147927783952251
995,bremo,5.052650790980043
996,breva,4.942898925266732
997,breve,4.090027926368748
998,brevi,4.933623565877706
999,brice,5.280797949825323
1000,brici,4.694579380057065
1001,brida,5.207050690861349
1002,bride,5.092075731789634
1003,briga,5.199169470076525
1004,brige,5.081007115586694
1005,brigi,4.493793944264213
1006,brigo,5.0891017685896305
1007,brina,5.4317614273555535
1008,brine,5.314648521462394
1009,brini,4.724700436490377
1010,brino,5.320399682640537
1011,broda,5.125689254915917
1012,brode,5.035257671216194
1013,brodi,5.125242117174412
1014,brodo,4.242261581071376
1015,broge,5.0216810586855045
1016,brogi,5.1156612940930275
1017,broli,5.375996696199168
1018,brolo,4.490671966968693
1019,bromi,5.1844894835585125
1020,bromo,4.294492935831071
